ID,ADMINIST,CODIGO_PEAJE,DEPARTAMENTO,NOMBRE_PEAJE,VEH_LIGEROS_TAR_DIF,VEH_LIGEROS_AUTOMOVILES,VEH_PESADOS_TAR_DIF,VEH_PESADOS__2E,VEH_PESADOS_3E,VEH_PESADOS_4E,VEH_PESADOS_5E,VEH_PESADOS_6E,VEH_PESADOS_7E,VEH_LIGEROS_TOTAL,VEH_LIGEROS_IMD,VEH_PESADOS_TOTAL,VEH_PESADOS_IMD,VEH_TOTAL,VEH_IMD,ANIO,MES,PERIODO
30,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,10631,0,2104,1650,416,3479,2101,14,10631,342.9,9764,315,20395,657.9,2014,1,201401
31,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,6817,0,2811,4201,344,957,4544,115,6817,219.9,12972,418.5,19789,638.4,2014,1,201401
32,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,7253,0,2119,3629,349,850,3654,89,7253,234,10690,344.8,17943,578.8,2014,1,201401
33,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,30132,0,18057,7576,2432,3240,21397,257,30132,972,52959,1708.4,83091,2680.4,2014,1,201401
34,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,141,7206,0,1744,1676,517,180,1843,20,7347,237,5980,192.9,13327,429.9,2014,1,201401
35,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,14278,0,2738,3628,339,834,3604,93,14278,460.6,11236,362.5,25514,823,2014,1,201401
36,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,125413,15494,26527,15555,3446,2847,18810,97,125413,4045.6,82776,2670.2,208189,6715.8,2014,1,201401
37,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,16426,0,1163,332,30,228,907,0,16426,529.9,2660,85.8,19086,615.7,2014,1,201401
38,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,9842,0,5259,5751,2014,710,4803,35,9842,317.5,18572,599.1,28414,916.6,2014,1,201401
39,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,18415,0,1539,951,178,149,1586,2,18415,594,4405,142.1,22820,736.1,2014,1,201401
40,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,61058,0,9789,12014,2183,1776,10807,31,61058,1969.6,36600,1180.6,97658,3150.3,2014,1,201401
41,Concesionado,21PE34BSGB1,Puno,San Gaban,559,4101,6,900,987,76,252,1337,15,4660,150.3,3573,115.3,8233,265.6,2014,1,201401
42,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,5970,0,516,200,3,173,413,0,5970,192.6,1305,42.1,7275,234.7,2014,1,201401
43,Concesionado,21PE34ASLA1,Puno,Santa Lucia,331,19886,0,9412,6683,1962,2594,16677,68,20217,652.2,37396,1206.3,57613,1858.5,2014,1,201401
44,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1281,0,56455,33342,12216,11273,58984,445,1281,41.3,172715,5571.5,173996,5612.8,2014,1,201401
45,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,17431,0,1777,2855,530,604,2114,10,17431,562.3,7890,254.5,25321,816.8,2014,1,201401
46,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,99949,0,46087,15717,5379,9287,30101,397,99949,3224.2,106968,3450.6,206917,6674.7,2014,1,201401
47,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,21977,0,1316,1686,443,417,1666,4,21977,708.9,5532,178.5,27509,887.4,2014,1,201401
48,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,14230,0,2892,2223,739,274,2089,8,14230,459,8225,265.3,22455,724.4,2014,1,201401
49,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,205214,0,9545,7211,673,18,124,5,205214,6619.8,17576,567,222790,7186.8,2014,1,201401
50,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),16588,52574,3483,9696,14504,4480,3505,18073,219,69162,2231,53960,1740.6,123122,3971.7,2014,1,201401
51,Concesionado,13PE1NVIR1,La Libertad,Viru,1,35672,5573,10730,14391,4492,3552,15496,129,35673,1150.7,54363,1753.6,90036,2904.4,2014,1,201401
52,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,12814,0,6556,3465,996,810,6031,28,12814,413.4,17886,577,30700,990.3,2014,1,201401
53,No concesionado,04PE1SATI1,Arequipa,Atico,0,13521,0,3954,8538,3399,6172,16918,426,13521,436.2,39407,1271.2,52928,1707.4,2014,1,201401
54,No concesionado,21PE3SAYV1,Puno,Ayaviri,945,21637,39,8036,3607,1107,872,5436,22,22582,728.5,19119,616.7,41701,1345.2,2014,1,201401
55,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,36287,0,5812,4081,1614,1061,4038,39,36287,1170.5,16645,536.9,52932,1707.5,2014,1,201401
56,No concesionado,02PE3NCTC1,ancash,Catac,0,17038,0,5024,5011,1306,349,3000,19,17038,549.6,14709,474.5,31747,1024.1,2014,1,201401
57,No concesionado,12PE3SHUO1,Junin,Chacapampa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,201401
58,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),1812,25008,589,12164,6902,1014,232,1628,0,26820,865.2,22529,726.7,49349,1591.9,2014,1,201401
59,No concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,15195,22895,7,5988,5062,653,892,15146,74,38090,1228.7,27822,897.5,65912,2126.2,2014,1,201401
60,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),3565,14339,1512,8881,1906,86,39,822,6,17904,577.5,13252,427.5,31156,1005,2014,1,201401
61,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,48504,0,13643,5045,1685,1733,10818,48,48504,1564.6,32972,1063.6,81476,2628.3,2014,1,201401
62,No concesionado,21PE3SILV1,Puno,Ilave,17590,32327,2188,4774,1456,224,1523,3268,0,49917,1610.2,13433,433.3,63350,2043.5,2014,1,201401
63,No concesionado,15PE24LNH1,Lima,Lunahuana,2164,33545,0,2802,245,35,41,120,12,35709,1151.9,3255,105,38964,1256.9,2014,1,201401
64,No concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),14630,58903,1953,16043,8784,68,217,1389,37,73533,2372,28491,919.1,102024,3291.1,2014,1,201401
65,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,51815,90890,4936,15037,8916,2414,1469,7846,195,142705,4603.4,40813,1316.5,183518,5919.9,2014,1,201401
66,No concesionado,11PE1SNZA1,Ica,Nasca,0,44743,0,13383,13970,3325,7201,24394,508,44743,1443.3,62781,2025.2,107524,3468.5,2014,1,201401
67,No concesionado,11PE28APRA1,Ica,Pacra,0,14530,0,3482,4852,1473,493,3373,17,14530,468.7,13690,441.6,28220,910.3,2014,1,201401
68,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,24496,0,3233,1702,723,1018,1345,3,24496,790.2,8024,258.8,32520,1049,2014,1,201401
69,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1929,0,442,766,123,2873,1420,0,1929,62.2,5624,181.4,7553,243.6,2014,1,201401
70,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,184,6802,23,2415,4198,1317,335,2849,17,6986,225.4,11154,359.8,18140,585.2,2014,1,201401
71,No concesionado,08PE3SSAY1,Cusco,Saylla,0,26477,0,15225,3779,975,747,6288,84,26477,854.1,27098,874.1,53575,1728.2,2014,1,201401
72,No concesionado,21PE36ASIC1,Puno,Sicuyani,566,2996,0,776,862,128,3040,1324,0,3562,114.9,6130,197.7,9692,312.6,2014,1,201401
73,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,15709,0,3388,3937,1299,330,2692,13,15709,506.7,11659,376.1,27368,882.8,2014,1,201401
74,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,52523,0,10885,1985,402,672,3038,4,52523,1694.3,16986,547.9,69509,2242.2,2014,1,201401
75,No concesionado,15PE16TNA1,Lima,Tunan,0,22706,0,4972,5352,1221,680,5787,91,22706,732.5,18103,584,40809,1316.4,2014,1,201401
76,No concesionado,04PE1SYCA1,Arequipa,Yauca,0,16944,0,4363,8449,3035,6020,17396,339,16944,546.6,39602,1277.5,56546,1824.1,2014,1,201401
77,Concesionado,22PE5NACS1,San Martin,Aguas Claras,1957,7125,0,2421,2331,660,351,3496,16,9082,324.4,9275,331.2,18357,655.6,2014,2,201402
78,Concesionado,04PE1SCAM1,Arequipa,Camana,0,27036,0,6780,4465,1527,2863,8341,221,27036,965.6,24197,864.2,51233,1829.8,2014,2,201402
79,Concesionado,21PE3SCRO1,Puno,Caracoto,29950,78952,5187,17660,5066,1126,1502,4353,7,108902,3889.4,34901,1246.5,143803,5135.8,2014,2,201402
80,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,34,39327,0,15852,17356,4157,3090,18113,147,39361,1405.8,58715,2097,98076,3502.7,2014,2,201402
81,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,20701,0,4155,3839,396,791,3944,100,20701,739.3,13225,472.3,33926,1211.6,2014,2,201402
82,Concesionado,13PE1NCMA1,La Libertad,Chicama,244,52617,8747,13190,13640,3250,2941,17417,149,52861,1887.9,59334,2119.1,112195,4007,2014,2,201402
83,Concesionado,15PE1SCLA1,Lima,Chilca,0,234382,0,25286,15313,3444,5621,21019,377,234382,8370.8,71060,2537.9,305442,10908.6,2014,2,201402
84,Concesionado,20PE1NJCLS1,Piura,Chulucanas,2670,28459,564,8446,3971,196,468,4642,85,31129,1111.8,18372,656.1,49501,1767.9,2014,2,201402
85,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,201402
86,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,4201,71046,1049,23410,25900,6241,4147,28213,229,75247,2687.4,89189,3185.3,164436,5872.7,2014,2,201402
87,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,10133,0,2964,7143,2163,1435,8418,56,10133,361.9,22179,792.1,32312,1154,2014,2,201402
88,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,816,9667,0,5259,5285,1708,750,4645,68,10483,374.4,17715,632.7,28198,1007.1,2014,2,201402
89,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,8110,0,1050,2356,435,1643,3236,51,8110,289.6,8771,313.2,16881,602.9,2014,2,201402
90,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,92610,0,38749,31878,10014,8001,42546,369,92610,3307.5,131557,4698.5,224167,8006,2014,2,201402
91,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,21005,0,6203,12908,4137,2940,15577,147,21005,750.2,41912,1496.9,62917,2247,2014,2,201402
92,Concesionado,02PE1NHUY1,ancash,Huarmey,0,40475,0,11861,24916,8184,5750,30376,347,40475,1445.5,81434,2908.4,121909,4353.9,2014,2,201402
93,Concesionado,11PE1SICA1,Ica,Ica,0,45342,0,12629,13049,2639,4445,15817,275,45342,1619.4,48854,1744.8,94196,3364.1,2014,2,201402
94,Concesionado,18PE36ILO1,Moquegua,Ilo,0,26290,0,2382,704,124,1773,1391,17,26290,938.9,6391,228.2,32681,1167.2,2014,2,201402
95,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,52982,0,14274,16019,3260,5258,20730,275,52982,1892.2,59816,2136.3,112798,4028.5,2014,2,201402
96,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,3745,0,2340,262,4,10,34,34,3745,133.8,2684,95.9,6429,229.6,2014,2,201402
97,Concesionado,21PE34BMNI1,Puno,Macusani,965,2477,69,617,531,108,216,1177,10,3442,122.9,2728,97.4,6170,220.4,2014,2,201402
98,Concesionado,11PE30MNA1,Ica,Marcona,0,23079,0,4598,1657,98,152,1015,12,23079,824.2,7532,269,30611,1093.2,2014,2,201402
99,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,47005,0,11322,1704,811,2968,12854,237,47005,1678.8,29896,1067.7,76901,2746.5,2014,2,201402
100,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,201402
101,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,201402
102,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,9321,0,1045,2576,549,1646,3254,49,9321,332.9,9119,325.7,18440,658.6,2014,2,201402
103,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,12076,0,3259,6997,2183,1471,7437,57,12076,431.3,21404,764.4,33480,1195.7,2014,2,201402
104,Concesionado,22PE5NMYB1,San Martin,Moyobamba,38,25028,1723,3240,2419,647,317,3963,17,25066,895.2,12326,440.2,37392,1335.4,2014,2,201402
105,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,434,25839,0,7357,11507,3115,2488,13401,116,26273,938.3,37984,1356.6,64257,2294.9,2014,2,201402
106,Concesionado,20PE02PAI1,Piura,Paita,6240,51492,680,9394,3777,465,1101,5921,135,57732,2061.9,21473,766.9,79205,2828.8,2014,2,201402
107,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,11035,0,1971,1611,433,3733,2381,9,11035,394.1,10138,362.1,21173,756.2,2014,2,201402
108,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,5979,0,2605,4051,340,940,4420,112,5979,213.5,12468,445.3,18447,658.8,2014,2,201402
109,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,6636,0,2250,3532,334,832,3507,89,6636,237,10544,376.6,17180,613.6,2014,2,201402
110,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,31145,0,17006,7177,2192,2914,20571,289,31145,1112.3,50149,1791,81294,2903.4,2014,2,201402
111,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,121,6305,0,1614,1527,440,203,1754,24,6426,229.5,5562,198.6,11988,428.1,2014,2,201402
112,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,12491,0,2687,3446,345,808,3475,89,12491,446.1,10850,387.5,23341,833.6,2014,2,201402
113,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,112011,14163,23604,14835,3339,2546,17145,39,112011,4000.4,75671,2702.5,187682,6702.9,2014,2,201402
114,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,14226,0,1248,346,43,242,872,2,14226,508.1,2753,98.3,16979,606.4,2014,2,201402
115,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,8164,0,4443,5224,1706,741,4537,65,8164,291.6,16716,597,24880,888.6,2014,2,201402
116,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,16648,0,1528,1063,166,161,1666,14,16648,594.6,4598,164.2,21246,758.8,2014,2,201402
117,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,51831,0,9185,11507,2354,1742,10033,53,51831,1851.1,34874,1245.5,86705,3096.6,2014,2,201402
118,Concesionado,21PE34BSGB1,Puno,San Gaban,895,4858,43,1001,1456,163,310,1680,47,5753,205.5,4700,167.9,10453,373.3,2014,2,201402
119,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,4600,0,430,158,5,199,393,2,4600,164.3,1187,42.4,5787,206.7,2014,2,201402
120,Concesionado,21PE34ASLA1,Puno,Santa Lucia,249,20609,0,9027,6388,1833,2332,15216,70,20858,744.9,34866,1245.2,55724,1990.1,2014,2,201402
121,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1274,0,51849,29996,10638,10821,51490,442,1274,45.5,155236,5544.1,156510,5589.6,2014,2,201402
122,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,16467,0,1661,2727,535,579,1886,20,16467,588.1,7408,264.6,23875,852.7,2014,2,201402
123,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,102085,0,46198,14464,4807,8629,28486,425,102085,3645.9,103009,3678.9,205094,7324.8,2014,2,201402
124,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,18599,0,1154,1535,538,455,1445,0,18599,664.2,5127,183.1,23726,847.4,2014,2,201402
125,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,12385,0,2618,2143,635,298,2077,26,12385,442.3,7797,278.5,20182,720.8,2014,2,201402
126,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,190407,0,9060,6677,535,42,179,3,190407,6800.2,16496,589.1,206903,7389.4,2014,2,201402
127,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),14998,43849,3128,9221,13900,4228,3022,15416,157,58847,2101.7,49072,1752.6,107919,3854.2,2014,2,201402
128,Concesionado,13PE1NVIR1,La Libertad,Viru,3,33627,5147,10149,13688,4293,3333,14132,127,33630,1201.1,50869,1816.8,84499,3017.8,2014,2,201402
129,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,11944,0,5808,3156,861,773,5638,20,11944,426.6,16256,580.6,28200,1007.1,2014,2,201402
130,No concesionado,04PE1SATI1,Arequipa,Atico,0,14799,0,3756,7969,3041,6103,15880,431,14799,528.5,37180,1327.9,51979,1856.4,2014,2,201402
131,No concesionado,21PE3SAYV1,Puno,Ayaviri,1418,17710,56,6569,3199,875,740,5039,21,19128,683.1,16499,589.2,35627,1272.4,2014,2,201402
132,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,32440,0,5597,4111,1623,987,4269,8,32440,1158.6,16595,592.7,49035,1751.2,2014,2,201402
133,No concesionado,02PE3NCTC1,ancash,Catac,0,15671,0,4378,4681,842,301,2955,17,15671,559.7,13174,470.5,28845,1030.2,2014,2,201402
134,No concesionado,12PE3SHUO1,Junin,Chacapampa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,201402
135,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),1051,21095,509,10429,6317,885,191,1284,0,22146,790.9,19615,700.5,41761,1491.5,2014,2,201402
136,No concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,13246,22475,7,5599,4941,679,731,14200,90,35721,1275.8,26247,937.4,61968,2213.1,2014,2,201402
137,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),3557,13332,1582,7501,1619,78,38,600,22,16889,603.2,11440,408.6,28329,1011.8,2014,2,201402
138,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,45216,0,12650,5020,1790,1618,10150,11,45216,1614.9,31239,1115.7,76455,2730.5,2014,2,201402
139,No concesionado,21PE3SILV1,Puno,Ilave,15064,30992,2006,4689,1386,185,1344,2886,3,46056,1644.9,12499,446.4,58555,2091.2,2014,2,201402
140,No concesionado,15PE24LNH1,Lima,Lunahuana,2127,31485,0,2644,251,43,22,86,15,33612,1200.4,3061,109.3,36673,1309.8,2014,2,201402
141,No concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),13112,47527,1521,13970,7861,56,221,1238,24,60639,2165.7,24891,889,85530,3054.6,2014,2,201402
142,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,48601,81030,5449,13034,8236,1974,1237,7336,118,129631,4629.7,37384,1335.1,167015,5964.8,2014,2,201402
143,No concesionado,11PE1SNZA1,Ica,Nasca,0,44052,0,13380,13146,3198,6675,23627,521,44052,1573.3,60547,2162.4,104599,3735.7,2014,2,201402
144,No concesionado,11PE28APRA1,Ica,Pacra,0,13259,0,3579,4969,1483,477,3326,18,13259,473.5,13852,494.7,27111,968.2,2014,2,201402
145,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,24186,0,3053,1536,669,938,1055,6,24186,863.8,7257,259.2,31443,1123,2014,2,201402
146,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1843,0,459,762,89,3411,1786,0,1843,65.8,6507,232.4,8350,298.2,2014,2,201402
147,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,167,7276,28,2395,4171,1288,335,2607,8,7443,265.8,10832,386.9,18275,652.7,2014,2,201402
148,No concesionado,08PE3SSAY1,Cusco,Saylla,0,22391,0,13694,3535,809,688,5801,29,22391,799.7,24556,877,46947,1676.7,2014,2,201402
149,No concesionado,21PE36ASIC1,Puno,Sicuyani,506,2885,0,807,863,103,3345,1724,2,3391,121.1,6844,244.4,10235,365.5,2014,2,201402
150,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,16068,0,3042,4095,1179,305,2437,3,16068,573.9,11061,395,27129,968.9,2014,2,201402
151,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,46770,0,9096,1801,370,604,2154,0,46770,1670.4,14025,500.9,60795,2171.2,2014,2,201402
152,No concesionado,15PE16TNA1,Lima,Tunan,0,20756,0,4370,4805,794,520,5747,101,20756,741.3,16337,583.5,37093,1324.8,2014,2,201402
153,No concesionado,04PE1SYCA1,Arequipa,Yauca,20,17153,1,4292,7772,2764,5648,16775,361,17173,613.3,37613,1343.3,54786,1956.6,2014,2,201402
154,Concesionado,22PE5NACS1,San Martin,Aguas Claras,2500,6837,0,2633,2437,736,384,3745,22,9337,301.2,9957,321.2,19294,622.4,2014,3,201403
155,Concesionado,04PE1SCAM1,Arequipa,Camana,0,14873,0,5910,4037,1484,2970,9039,252,14873,479.8,23692,764.3,38565,1244,2014,3,201403
156,Concesionado,21PE3SCRO1,Puno,Caracoto,31252,74769,5061,16146,4669,977,1296,4080,11,106021,3420,32240,1040,138261,4460,2014,3,201403
157,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,79,40767,0,17141,18888,4278,3408,19191,154,40846,1317.6,63060,2034.2,103906,3351.8,2014,3,201403
158,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,24385,0,4934,4261,436,843,3755,88,24385,786.6,14317,461.8,38702,1248.5,2014,3,201403
159,Concesionado,13PE1NCMA1,La Libertad,Chicama,323,49833,9633,13802,13942,3139,3050,16642,111,50156,1617.9,60319,1945.8,110475,3563.7,2014,3,201403
160,Concesionado,15PE1SCLA1,Lima,Chilca,0,189602,0,27662,18975,3592,5968,22884,398,189602,6116.2,79479,2563.8,269081,8680,2014,3,201403
161,Concesionado,20PE1NJCLS1,Piura,Chulucanas,2740,29988,895,8041,3305,151,427,4148,17,32728,1055.7,16984,547.9,49712,1603.6,2014,3,201403
162,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,201403
163,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,5257,73064,1155,25213,27795,6872,4743,30948,231,78321,2526.5,96957,3127.6,175278,5654.1,2014,3,201403
164,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,8856,0,2748,7077,2168,1492,7965,63,8856,285.7,21513,694,30369,979.6,2014,3,201403
165,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,926,9462,0,5786,5696,1784,796,4952,30,10388,335.1,19044,614.3,29432,949.4,2014,3,201403
166,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,7869,0,1112,2287,448,1943,3533,41,7869,253.8,9364,302.1,17233,555.9,2014,3,201403
167,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,85617,0,42131,33878,10043,8908,42813,412,85617,2761.8,138185,4457.6,223802,7219.4,2014,3,201403
168,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,17702,0,6516,13173,4155,3157,15560,174,17702,571,42735,1378.5,60437,1949.6,2014,3,201403
169,Concesionado,02PE1NHUY1,ancash,Huarmey,0,33456,0,11858,25229,8121,5825,29961,373,33456,1079.2,81367,2624.7,114823,3704,2014,3,201403
170,Concesionado,11PE1SICA1,Ica,Ica,0,41098,0,12451,13643,2550,4537,15578,293,41098,1325.7,49052,1582.3,90150,2908.1,2014,3,201403
171,Concesionado,18PE36ILO1,Moquegua,Ilo,0,24096,0,2435,631,142,1026,856,31,24096,777.3,5121,165.2,29217,942.5,2014,3,201403
172,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,51474,0,16057,16942,3356,5461,21129,311,51474,1660.5,63256,2040.5,114730,3701,2014,3,201403
173,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,3739,0,2527,157,4,5,30,7,3739,120.6,2730,88.1,6469,208.7,2014,3,201403
174,Concesionado,21PE34BMNI1,Puno,Macusani,1177,2733,82,718,435,92,230,1396,12,3910,126.1,2965,95.6,6875,221.8,2014,3,201403
175,Concesionado,11PE30MNA1,Ica,Marcona,0,23090,0,4805,1571,98,168,1005,11,23090,744.8,7658,247,30748,991.9,2014,3,201403
176,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,21945,0,6894,1311,896,2806,13688,239,21945,707.9,25834,833.4,47779,1541.3,2014,3,201403
177,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,201403
178,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,201403
179,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,9306,0,1186,2597,580,1941,3572,40,9306,300.2,9916,319.9,19222,620.1,2014,3,201403
180,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,11207,0,3091,6867,2194,1536,7451,49,11207,361.5,21188,683.5,32395,1045,2014,3,201403
181,Concesionado,22PE5NMYB1,San Martin,Moyobamba,49,26869,2300,3576,2656,740,322,3939,16,26918,868.3,13549,437.1,40467,1305.4,2014,3,201403
182,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,466,23793,0,7427,11877,2985,2636,13150,75,24259,782.5,38150,1230.6,62409,2013.2,2014,3,201403
183,Concesionado,20PE02PAI1,Piura,Paita,7088,48167,1326,9049,3124,370,1445,6820,98,55255,1782.4,22232,717.2,77487,2499.6,2014,3,201403
184,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,11498,0,2417,1689,438,3337,2449,13,11498,370.9,10343,333.6,21841,704.5,2014,3,201403
185,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,6212,0,2955,4466,369,985,4377,121,6212,200.4,13273,428.2,19485,628.5,2014,3,201403
186,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,7465,0,2457,3805,361,865,3315,83,7465,240.8,10886,351.2,18351,592,2014,3,201403
187,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,30368,0,18697,7297,2289,2944,22461,315,30368,979.6,54003,1742,84371,2721.6,2014,3,201403
188,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,105,6199,0,1712,1576,495,224,1891,21,6304,203.4,5919,190.9,12223,394.3,2014,3,201403
189,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,14196,0,3040,3747,369,843,3265,79,14196,457.9,11343,365.9,25539,823.8,2014,3,201403
190,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,114414,13659,24345,16427,3523,2412,15824,37,114414,3690.8,76227,2458.9,190641,6149.7,2014,3,201403
191,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,16044,0,1745,398,76,299,1059,4,16044,517.5,3581,115.5,19625,633.1,2014,3,201403
192,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,7940,0,4932,5706,1794,787,4890,33,7940,256.1,18142,585.2,26082,841.4,2014,3,201403
193,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,17831,0,1741,1087,215,116,1538,1,17831,575.2,4698,151.5,22529,726.7,2014,3,201403
194,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,54697,0,10365,12546,2821,1905,11101,63,54697,1764.4,38801,1251.6,93498,3016.1,2014,3,201403
