ID,ADMINIST,CODIGO_PEAJE,DEPARTAMENTO,NOMBRE_PEAJE,VEH_LIGEROS_TAR_DIF,VEH_LIGEROS_AUTOMOVILES,VEH_PESADOS_TAR_DIF,VEH_PESADOS__2E,VEH_PESADOS_3E,VEH_PESADOS_4E,VEH_PESADOS_5E,VEH_PESADOS_6E,VEH_PESADOS_7E,VEH_LIGEROS_TOTAL,VEH_LIGEROS_IMD,VEH_PESADOS_TOTAL,VEH_PESADOS_IMD,VEH_TOTAL,VEH_IMD,ANIO,MES,PERIODO
6683,Concesionado,13PE1NCMA1,La Libertad,Chicama,5725,165921,8111,23919,24697,6767,6961,47248,507,171646,5721.5,118210,3940.3,289856,9661.9,2021,4,202104
6684,Concesionado,15PE1SCLA1,Lima,Chilca,0,400478,0,44514,30366,8638,14748,69022,1860,400478,13349.3,169148,5638.3,569626,18987.5,2021,4,202104
6685,Concesionado,20PE1NJCLS1,Piura,Chulucanas,3432,43000,2798,7441,3178,896,739,6578,546,46432,1547.7,22176,739.2,68608,2286.9,2021,4,202104
6686,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,5558,20028,6,4310,4398,686,594,13116,120,25586,852.9,23230,774.3,48816,1627.2,2021,4,202104
6687,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,6956,105990,0,22261,26268,7615,3396,38501,481,112946,3764.9,98522,3284.1,211468,7048.9,2021,4,202104
6688,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,21876,0,7048,12078,4096,3396,28012,294,21876,729.2,54924,1830.8,76800,2560,2021,4,202104
6689,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,492,19157,0,4185,6072,2537,721,6868,37,19649,655,20420,680.7,40069,1335.6,2021,4,202104
6690,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,20913,0,3211,2216,434,2834,7320,320,20913,697.1,16335,544.5,37248,1241.6,2021,4,202104
6691,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,174219,0,34125,34143,9095,12071,57870,735,174219,5807.3,148039,4934.6,322258,10741.9,2021,4,202104
6692,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,68852,0,14359,22571,7171,7856,41829,441,68852,2295.1,94227,3140.9,163079,5436,2021,4,202104
6693,Concesionado,02PE1NHUY1,ancash,Huarmey,0,61314,0,12623,21975,6881,7707,40414,436,61314,2043.8,90036,3001.2,151350,5045,2021,4,202104
6694,Concesionado,15PE20CHYA,Lima,Huataya,0,15719,0,1338,178,7,6,14,20,15719,524,1563,52.1,17282,576.1,2021,4,202104
6695,Concesionado,11PE1SICA1,Ica,Ica,0,158714,0,27214,16994,6042,10414,45484,708,158714,5290.5,106856,3561.9,265570,8852.3,2021,4,202104
6696,Concesionado,18PE36ILO1,Moquegua,Ilo,0,25914,0,3154,721,153,3263,3959,170,25914,863.8,11420,380.7,37334,1244.5,2021,4,202104
6697,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,186750,0,32008,24124,6518,12910,60394,930,186750,6225,136884,4562.8,323634,10787.8,2021,4,202104
6698,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,8581,0,2421,526,12,5,56,5,8581,286,3025,100.8,11606,386.9,2021,4,202104
6699,Concesionado,21PE34BMNI1,Puno,Macusani,6248,13216,1089,1596,1607,281,333,2314,50,19464,648.8,7270,242.3,26734,891.1,2021,4,202104
6700,Concesionado,11PE30MNA1,Ica,Marcona,0,21887,0,5188,2003,332,158,3397,27,21887,729.6,11105,370.2,32992,1099.7,2021,4,202104
6701,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,36276,0,3290,1002,309,1537,23754,39,36276,1209.2,29931,997.7,66207,2206.9,2021,4,202104
6702,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),7698,67530,244,17142,10938,1590,150,1942,60,75228,2507.6,32066,1068.9,107294,3576.5,2021,4,202104
6703,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,24820,0,3368,3479,464,2817,7341,319,24820,827.3,17788,592.9,42608,1420.3,2021,4,202104
6704,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,38788,0,11764,14454,3962,3594,22956,248,38788,1292.9,56978,1899.3,95766,3192.2,2021,4,202104
6705,Concesionado,22PE5NMYB1,San Martin,Moyobamba,0,3783,0,1234,1669,442,287,3311,26,3783,126.1,6969,232.3,10752,358.4,2021,4,202104
6706,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,0,82392,0,15355,19302,5682,5683,32706,476,82392,2746.4,79204,2640.1,161596,5386.5,2021,4,202104
6707,Concesionado,20PE02PAI1,Piura,Paita,0,74198,6008,9280,3320,1408,1542,10259,37,74198,2473.3,31854,1061.8,106052,3535.1,2021,4,202104
6708,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,16624,0,2627,1376,695,5365,3099,71,16624,554.1,13233,441.1,29857,995.2,2021,4,202104
6709,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,11043,0,2735,4480,897,920,6817,92,11043,368.1,15941,531.4,26984,899.5,2021,4,202104
6710,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,6084,0,1930,3317,756,893,5835,67,6084,202.8,12798,426.6,18882,629.4,2021,4,202104
6711,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,68708,0,13098,5813,2083,2280,30677,430,68708,2290.3,54381,1812.7,123089,4103,2021,4,202104
6712,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,0,10160,0,1766,1594,522,203,2258,13,10160,338.7,6356,211.9,16516,550.5,2021,4,202104
6713,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,25903,0,3383,3249,756,886,4895,47,25903,863.4,13216,440.5,39119,1304,2021,4,202104
6714,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,141856,2634,22172,18648,4729,2164,17815,248,141856,4728.5,68410,2280.3,210266,7008.9,2021,4,202104
6715,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,19854,0,1954,1015,586,344,1679,11,19854,661.8,5589,186.3,25443,848.1,2021,4,202104
6716,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,17313,0,3572,7113,2517,720,6836,36,17313,577.1,20794,693.1,38107,1270.2,2021,4,202104
6717,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,22845,0,2258,1868,559,268,2556,17,22845,761.5,7526,250.9,30371,1012.4,2021,4,202104
6718,Concesionado,08PE30CQCM1,Cusco,Quincemil,0,17538,0,2423,1921,918,576,1334,65,17538,584.6,7237,241.2,24775,825.8,2021,4,202104
6719,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,75623,0,7740,9786,3138,1239,12192,136,75623,2520.8,34231,1141,109854,3661.8,2021,4,202104
6720,Concesionado,21PE34BSAN1,Puno,San Anton,7003,24412,4541,3545,1424,367,387,3358,50,31415,1047.2,13672,455.7,45087,1502.9,2021,4,202104
6721,Concesionado,21PE34BSGB1,Puno,San Gaban,4350,9808,689,1477,1117,300,319,1966,66,14158,471.9,5934,197.8,20092,669.7,2021,4,202104
6722,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,7060,0,877,468,97,336,737,15,7060,235.3,2530,84.3,9590,319.7,2021,4,202104
6723,Concesionado,14PE1NISNC1,Lambayeque,San Nicolas,3550,21887,0,3530,1097,74,83,689,41,25437,847.9,5514,183.8,30951,1031.7,2021,4,202104
6724,Concesionado,21PE34ASLA1,Puno,Santa Lucia,103,42917,0,7489,4505,1512,1628,16051,302,43020,1434,31487,1049.6,74507,2483.6,2021,4,202104
6725,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1479,0,41798,23849,9313,14816,70354,776,1479,49.3,160906,5363.5,162385,5412.8,2021,4,202104
6726,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,36253,0,3348,2131,619,534,3966,73,36253,1208.4,10671,355.7,46924,1564.1,2021,4,202104
6727,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,110907,0,27147,13641,4238,7022,44330,632,110907,3696.9,97010,3233.7,207917,6930.6,2021,4,202104
6728,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,31179,0,2848,2177,1050,875,2927,68,31179,1039.3,9945,331.5,41124,1370.8,2021,4,202104
6729,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,22595,0,3009,2385,1107,245,2786,20,22595,753.2,9552,318.4,32147,1071.6,2021,4,202104
6730,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,303602,0,10858,16545,927,5,26,2,303602,10120.1,28363,945.4,331965,11065.5,2021,4,202104
6731,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),3915,96125,0,18090,23194,7338,7693,40746,461,100040,3334.7,97522,3250.7,197562,6585.4,2021,4,202104
6732,Concesionado,13PE1NVIR1,La Libertad,Viru,2758,152602,4485,26929,23768,8136,7944,37423,307,155360,5178.7,108992,3633.1,264352,8811.7,2021,4,202104
6733,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,10537,0,3717,1066,434,303,548,12,10537,351,6080,203,16617,553.9,2021,4,202104
6734,No concesionado,10PE3NABO1,Huanuco,Ambo,3043,26135,578,4548,4384,1482,1250,7391,35,29178,973,19668,655,48846,1628.2,2021,4,202104
6735,No concesionado,04PE1SATI1,Arequipa,Atico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,202104
6736,No concesionado,21PE3SAYV1,Puno,Ayaviri,3925,17640,586,5116,1494,619,346,638,16,21565,719,8815,294,30380,1012.7,2021,4,202104
6737,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,12823,0,2598,1964,813,474,2978,12,12823,427,8839,295,21662,722.1,2021,4,202104
6738,No concesionado,02PE3NCTC1,ancash,Catac,0,14278,0,2953,2315,393,397,1670,55,14278,476,7783,259,22061,735.4,2021,4,202104
6739,No concesionado,12PE3SHUO1,Junin,Chacapampa,2052,13202,0,2877,1009,103,115,974,8,15254,508,5086,170,20340,678,2021,4,202104
6740,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),240,24988,0,6792,3673,506,179,1560,21,25228,841,12731,424,37959,1265.3,2021,4,202104
6741,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),1236,13067,0,3220,1186,96,344,476,7,14303,477,5329,177,19632,654.4,2021,4,202104
6742,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,23494,0,6213,2646,994,1701,5105,29,23494,783,16688,556,40182,1339.4,2021,4,202104
6743,No concesionado,21PE3SILV1,Puno,Ilave,8880,16417,143,1773,394,84,363,706,1,25297,843,3464,115,28761,958.7,2021,4,202104
6744,No concesionado,15PE24LNH1,Lima,Lunahuana,752,19377,0,2204,274,33,6,39,3,20129,671,2559,85,22688,756.3,2021,4,202104
6745,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,12765,62388,7772,7798,4922,1553,750,4714,248,75153,2505,27757,925,102910,3430.3,2021,4,202104
6746,No concesionado,11PE1SNZA1,Ica,Nasca,0,37245,0,6034,7065,2026,5848,16712,295,37245,1242,37980,1266,75225,2507.5,2021,4,202104
6747,No concesionado,11PE28APRA1,Ica,Pacra,0,12386,0,1958,2942,705,392,2644,24,12386,413,8665,289,21051,701.7,2021,4,202104
6748,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,12824,0,1962,968,331,865,2492,60,12824,427,6678,223,19502,650.1,2021,4,202104
6749,No concesionado,04PE1SDPDB1,Arequipa,Punta Bombon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,202104
6750,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1256,0,255,193,352,2374,1046,0,1256,42,4220,141,5476,182.5,2021,4,202104
6751,No concesionado,04PE1SDQLC1,Arequipa,Quilca,0,4233,0,602,781,270,1818,2573,61,4233,141,6105,204,10338,344.6,2021,4,202104
6752,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,146,7715,66,1572,2687,667,302,2373,14,7861,262,7681,256,15542,518.1,2021,4,202104
6753,No concesionado,08PE3SSAY1,Cusco,Saylla,0,30155,0,8939,1445,736,1212,2040,14,30155,1005,14386,480,44541,1484.7,2021,4,202104
6754,No concesionado,21PE36ASIC1,Puno,Sicuyani,207,3717,50,608,322,343,2361,1062,0,3924,131,4746,158,8670,289,2021,4,202104
6755,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,15183,0,2027,2864,632,307,2309,11,15183,506,8150,272,23333,777.8,2021,4,202104
6756,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,24237,0,2898,928,423,211,535,17,24237,808,5012,167,29249,975,2021,4,202104
6757,No concesionado,15PE16TNA1,Lima,Tunan,0,17665,0,3445,2590,411,461,3073,109,17665,589,10089,336,27754,925.1,2021,4,202104
6758,No concesionado,04PE1SYCA1,Arequipa,Yauca,0,11625,0,3087,3789,1349,4223,12303,236,11625,388,24987,833,36612,1220.4,2021,4,202104
6759,Concesionado,22PE5NACS1,San Martin,Aguas Claras,2604,14670,0,2659,2790,996,368,4565,10,17274,557.2,11388,367.4,28662,924.6,2021,5,202105
6760,Concesionado,04PE1SCAM1,Arequipa,Camana,0,47061,0,8366,6287,2237,4157,21512,449,47061,1518.1,43008,1387.4,90069,2905.5,2021,5,202105
6761,Concesionado,21PE3SCRO1,Puno,Caracoto,55441,158836,4422,12418,5207,891,1409,5980,113,214277,6912.2,30440,981.9,244717,7894.1,2021,5,202105
6762,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,53,73567,0,16629,19903,4979,2338,30652,232,73620,2374.8,74733,2410.7,148353,4785.6,2021,5,202105
6763,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,44300,0,5695,4827,1096,908,5618,86,44300,1429,18230,588.1,62530,2017.1,2021,5,202105
6764,Concesionado,13PE1NCMA1,La Libertad,Chicama,7250,195717,8957,25772,27810,7737,7609,48472,506,202967,6547.3,126863,4092.4,329830,10639.7,2021,5,202105
6765,Concesionado,15PE1SCLA1,Lima,Chilca,0,439082,0,48034,33990,9142,15486,75214,1930,439082,14163.9,183796,5928.9,622878,20092.8,2021,5,202105
6766,Concesionado,20PE1NJCLS1,Piura,Chulucanas,3842,52391,3352,7714,3511,892,645,6870,631,56233,1814,23615,761.8,79848,2575.7,2021,5,202105
6767,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,6700,26522,8,4548,4920,828,636,14084,132,33222,1071.7,25156,811.5,58378,1883.2,2021,5,202105
6768,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,7629,126893,0,22338,27400,7762,3585,42441,554,134522,4339.4,104080,3357.4,238602,7696.8,2021,5,202105
6769,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,26374,0,7120,16812,5730,3908,31736,306,26374,850.8,65612,2116.5,91986,2967.3,2021,5,202105
6770,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,490,22905,0,4605,6610,2633,778,7598,33,23395,754.7,22257,718,45652,1472.6,2021,5,202105
6771,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,22234,0,3566,2311,489,2816,7279,302,22234,717.2,16763,540.7,38997,1258,2021,5,202105
6772,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,198517,0,35805,36717,9733,12734,64034,672,198517,6403.8,159695,5151.5,358212,11555.2,2021,5,202105
6773,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,78692,0,15292,25419,7746,8742,46261,426,78692,2538.5,103886,3351.2,182578,5889.6,2021,5,202105
6774,Concesionado,02PE1NHUY1,ancash,Huarmey,0,69973,0,13123,24519,7368,8056,44771,392,69973,2257.2,98229,3168.7,168202,5425.9,2021,5,202105
6775,Concesionado,15PE20CHYA,Lima,Huataya,1,17881,0,1547,203,10,7,16,2,17882,576.8,1785,57.6,19667,634.4,2021,5,202105
6776,Concesionado,11PE1SICA1,Ica,Ica,0,176088,0,28608,18668,8294,11094,46564,720,176088,5680.3,113948,3675.7,290036,9356,2021,5,202105
6777,Concesionado,18PE36ILO1,Moquegua,Ilo,0,28890,0,3554,814,186,3529,3717,143,28890,931.9,11943,385.3,40833,1317.2,2021,5,202105
6778,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,214366,0,33550,27298,6736,13564,66502,906,214366,6915,148556,4792.1,362922,11707.2,2021,5,202105
6779,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,11490,0,2804,882,32,6,68,4,11490,370.6,3796,122.5,15286,493.1,2021,5,202105
6780,Concesionado,21PE34BMNI1,Puno,Macusani,7288,15086,1416,1883,1561,310,357,2642,39,22374,721.7,8208,264.8,30582,986.5,2021,5,202105
6781,Concesionado,11PE30MNA1,Ica,Marcona,0,23598,0,4973,2249,278,202,4326,20,23598,761.2,12048,388.6,35646,1149.9,2021,5,202105
6782,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,33632,0,3369,989,325,1615,22305,88,33632,1084.9,28691,925.5,62323,2010.4,2021,5,202105
6783,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),7948,83212,240,19994,13308,1964,180,2114,50,91160,2940.6,37850,1221,129010,4161.6,2021,5,202105
6784,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,25238,0,3609,3766,489,2811,7254,297,25238,814.1,18226,587.9,43464,1402.1,2021,5,202105
6785,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,44706,0,12588,18800,4574,3722,23460,278,44706,1442.1,63422,2045.9,108128,3488,2021,5,202105
6786,Concesionado,22PE5NMYB1,San Martin,Moyobamba,0,4733,0,1264,1853,450,278,3717,17,4733,152.7,7579,244.5,12312,397.2,2021,5,202105
6787,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,0,96683,0,16564,21307,6589,5721,34198,473,96683,3118.8,84852,2737.2,181535,5856,2021,5,202105
6788,Concesionado,20PE02PAI1,Piura,Paita,0,80044,7192,10238,3923,1845,1530,10741,51,80044,2582.1,35520,1145.8,115564,3727.9,2021,5,202105
6789,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,16793,0,2966,1450,739,5556,3466,92,16793,541.7,14269,460.3,31062,1002,2021,5,202105
6790,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,12575,0,2902,4871,924,986,7584,108,12575,405.6,17375,560.5,29950,966.1,2021,5,202105
6791,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,7033,0,2022,3596,756,962,6481,87,7033,226.9,13904,448.5,20937,675.4,2021,5,202105
6792,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,77099,0,13497,6512,2154,2355,33717,578,77099,2487.1,58813,1897.2,135912,4384.3,2021,5,202105
6793,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,0,12928,0,2028,1747,552,214,2539,21,12928,417,7101,229.1,20029,646.1,2021,5,202105
6794,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,28426,0,3842,3637,790,935,5434,83,28426,917,14721,474.9,43147,1391.8,2021,5,202105
6795,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,163869,3343,23657,20233,4820,2242,19331,235,163869,5286.1,73861,2382.6,237730,7668.7,2021,5,202105
6796,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,22734,0,2196,1663,654,375,2161,16,22734,733.4,7065,227.9,29799,961.3,2021,5,202105
6797,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,20682,0,3853,7024,2625,774,7587,38,20682,667.2,21901,706.5,42583,1373.6,2021,5,202105
6798,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,27404,0,2515,2150,587,269,3096,15,27404,884,8632,278.5,36036,1162.5,2021,5,202105
6799,Concesionado,08PE30CQCM1,Cusco,Quincemil,0,18291,0,2488,2074,1049,669,1489,95,18291,590,7864,253.7,26155,843.7,2021,5,202105
6800,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,87919,0,7905,10546,3211,1341,13124,138,87919,2836.1,36265,1169.8,124184,4005.9,2021,5,202105
6801,Concesionado,21PE34BSAN1,Puno,San Anton,7482,25076,4663,3854,1627,387,417,3795,73,32558,1050.3,14816,477.9,47374,1528.2,2021,5,202105
6802,Concesionado,21PE34BSGB1,Puno,San Gaban,5087,10706,848,1492,1253,345,323,2201,68,15793,509.5,6530,210.6,22323,720.1,2021,5,202105
6803,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,8493,0,1244,835,178,402,891,21,8493,274,3571,115.2,12064,389.2,2021,5,202105
6804,Concesionado,14PE1NISNC1,Lambayeque,San Nicolas,3939,25317,0,4186,1128,91,143,727,37,29256,943.7,6312,203.6,35568,1147.4,2021,5,202105
6805,Concesionado,21PE34ASLA1,Puno,Santa Lucia,133,46977,0,7957,4802,1541,1655,17895,393,47110,1519.7,34243,1104.6,81353,2624.3,2021,5,202105
6806,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1585,0,43159,24328,9845,14998,78196,726,1585,51.1,171252,5524.3,172837,5575.4,2021,5,202105
6807,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,40129,0,3390,2203,657,496,3843,122,40129,1294.5,10711,345.5,50840,1640,2021,5,202105
6808,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,116254,0,28596,15275,4613,7547,47792,714,116254,3750.1,104537,3372.2,220791,7122.3,2021,5,202105
6809,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,35929,0,2985,2278,1234,967,3294,67,35929,1159,10825,349.2,46754,1508.2,2021,5,202105
6810,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,27236,0,3206,2862,1163,287,3151,29,27236,878.6,10698,345.1,37934,1223.7,2021,5,202105
6811,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,356187,0,12854,19344,1093,64,192,4,356187,11489.9,33551,1082.3,389738,12572.2,2021,5,202105
6812,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),5517,103101,0,17792,25743,7781,8125,45122,418,108618,3503.8,104981,3386.5,213599,6890.3,2021,5,202105
6813,Concesionado,13PE1NVIR1,La Libertad,Viru,3240,170729,6170,26591,27073,9121,7807,42978,260,173969,5611.9,120000,3871,293969,9482.9,2021,5,202105
6814,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,12202,0,3910,1199,428,322,581,8,12202,393.6,6448,208,18650,601.6,2021,5,202105
6815,No concesionado,10PE3NABO1,Huanuco,Ambo,3385,29741,666,4613,4535,1532,1551,7865,52,33126,1068.6,20814,671.4,53940,1740,2021,5,202105
6816,No concesionado,04PE1SATI1,Arequipa,Atico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5,202105
6817,No concesionado,21PE3SAYV1,Puno,Ayaviri,3750,19211,596,5300,1250,551,418,703,23,22961,740.7,8841,285.2,31802,1025.9,2021,5,202105
6818,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,14856,0,2850,2186,757,454,3196,13,14856,479.2,9456,305,24312,784.3,2021,5,202105
6819,No concesionado,02PE3NCTC1,ancash,Catac,0,17927,0,3317,2826,450,497,1850,54,17927,578.3,8994,290.1,26921,868.4,2021,5,202105
6820,No concesionado,12PE3SHUO1,Junin,Chacapampa,2346,14828,0,2969,1163,139,128,1079,14,17174,554,5492,177.2,22666,731.2,2021,5,202105
6821,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),186,32574,0,7000,3969,492,215,1699,19,32760,1056.8,13394,432.1,46154,1488.8,2021,5,202105
6822,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),1440,14984,0,3518,1194,170,338,537,2,16424,529.8,5759,185.8,22183,715.6,2021,5,202105
6823,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,28228,0,6693,2842,997,1727,5202,30,28228,910.6,17491,564.2,45719,1474.8,2021,5,202105
6824,No concesionado,21PE3SILV1,Puno,Ilave,9837,15531,138,1494,420,95,374,734,0,25368,818.3,3255,105,28623,923.3,2021,5,202105
6825,No concesionado,15PE24LNH1,Lima,Lunahuana,923,24437,0,2391,265,37,6,52,2,25360,818.1,2753,88.8,28113,906.9,2021,5,202105
6826,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,14840,67126,8851,8801,5024,1699,806,4799,264,81966,2644.1,30244,975.6,112210,3619.7,2021,5,202105
6827,No concesionado,11PE1SNZA1,Ica,Nasca,0,41144,0,6592,7582,2085,6071,17280,337,41144,1327.2,39947,1288.6,81091,2615.8,2021,5,202105
6828,No concesionado,11PE28APRA1,Ica,Pacra,0,14446,0,2203,3294,797,628,2696,22,14446,466,9640,311,24086,777,2021,5,202105
6829,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,14521,0,2118,1104,371,957,2539,61,14521,468.4,7150,230.6,21671,699.1,2021,5,202105
6830,No concesionado,04PE1SDPDB1,Arequipa,Punta Bombon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5,202105
6831,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1135,0,277,271,749,2077,1214,1,1135,36.6,4589,148,5724,184.6,2021,5,202105
6832,No concesionado,04PE1SDQLC1,Arequipa,Quilca,0,4300,0,619,826,306,1918,2737,74,4300,138.7,6480,209,10780,347.7,2021,5,202105
6833,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,185,9279,69,1755,3073,741,422,2537,20,9464,305.3,8617,278,18081,583.3,2021,5,202105
6834,No concesionado,08PE3SSAY1,Cusco,Saylla,0,34633,0,9971,1576,868,1550,1906,17,34633,1117.2,15888,512.5,50521,1629.7,2021,5,202105
6835,No concesionado,21PE36ASIC1,Puno,Sicuyani,217,3522,46,660,455,763,2079,1206,1,3739,120.6,5210,168.1,8949,288.7,2021,5,202105
6836,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,18131,0,2265,3062,683,355,2531,16,18131,584.9,8912,287.5,27043,872.4,2021,5,202105
6837,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,26905,0,2880,778,533,205,457,3,26905,867.9,4856,156.6,31761,1024.5,2021,5,202105
6838,No concesionado,15PE16TNA1,Lima,Tunan,0,21633,0,4001,3074,569,692,3476,112,21633,697.8,11924,384.6,33557,1082.5,2021,5,202105
6839,No concesionado,04PE1SYCA1,Arequipa,Yauca,0,12717,0,3278,4166,1532,4414,12938,272,12717,410.2,26600,858.1,39317,1268.3,2021,5,202105
6840,Concesionado,22PE5NACS1,San Martin,Aguas Claras,3266,14878,0,2600,2781,1048,316,4150,21,18144,604.8,10916,363.9,29060,968.7,2021,6,202106
6841,Concesionado,04PE1SCAM1,Arequipa,Camana,0,38615,0,7742,5437,2095,3797,21396,424,38615,1287.2,40891,1363,79506,2650.2,2021,6,202106
6842,Concesionado,21PE3SCRO1,Puno,Caracoto,57845,154247,4482,12499,5005,888,1428,5969,79,212092,7069.7,30350,1011.7,242442,8081.4,2021,6,202106
6843,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,43,71239,0,15591,19763,4806,2239,30749,201,71282,2376.1,73349,2445,144631,4821,2021,6,202106
6844,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,44705,0,5690,5030,1041,918,5866,97,44705,1490.2,18642,621.4,63347,2111.6,2021,6,202106
6845,Concesionado,13PE1NCMA1,La Libertad,Chicama,7793,192356,9468,24999,26860,7107,7480,48434,508,200149,6671.6,124856,4161.9,325005,10833.5,2021,6,202106
6846,Concesionado,15PE1SCLA1,Lima,Chilca,0,389566,0,45154,32514,9258,15070,73584,2004,389566,12985.5,177584,5919.5,567150,18905,2021,6,202106
